Date,Year,Month,HistAvgFlow,adjusted_historical
1958-02-01,1958,2,64.0999984741211,64.27920328886991
1958-03-01,1958,3,35.09000015258789,36.13348212419121
1958-04-01,1958,4,34.81999969482422,36.16685085589394
1958-05-01,1958,5,36.0099983215332,35.760288953013934
1958-06-01,1958,6,22.600000381469727,22.402002005378947
1958-07-01,1958,7,6.619999885559082,6.899631828668902
1958-08-01,1958,8,4.829999923706055,5.110965781381991
1958-09-01,1958,9,4.139999866485596,4.442763302662952
1958-10-01,1958,10,3.8399999141693115,3.839850273883725
1958-11-01,1958,11,3.4600000381469727,3.965877192789928
1958-12-01,1958,12,2.9700000286102295,3.717767256405791
1959-01-01,1959,1,15.680000305175781,21.238152881502636
1959-02-01,1959,2,19.15999984741211,19.588717107344305
1959-03-01,1959,3,13.329999923706055,13.41152057843994
1959-04-01,1959,4,14.380000114440918,15.240854026608165
1959-05-01,1959,5,9.739999771118164,9.683846202201508
1959-06-01,1959,6,4.360000133514404,4.474448485822136
1959-07-01,1959,7,3.7799999713897705,3.942659856321417
1959-08-01,1959,8,3.869999885559082,4.095121594508836
1959-09-01,1959,9,3.7200000286102295,3.9920483444470083
1959-10-01,1959,10,2.630000114440918,2.6298976264260703
1959-11-01,1959,11,2.2200000286102295,2.544580168898921
1959-12-01,1959,12,1.7899999618530273,2.2406744724035654
1960-01-01,1960,1,5.71999979019165,8.197359324232929
1960-02-01,1960,2,24.200000762939453,24.841261600382374
1960-03-01,1960,3,27.399999618530273,27.970002434990565
1960-04-01,1960,4,15.020000457763672,15.862984461910486
1960-05-01,1960,5,12.520000457763672,12.404445630834305
1960-06-01,1960,6,6.710000038146973,6.878630327899631
1960-07-01,1960,7,3.7200000286102295,3.880078013049205
1960-08-01,1960,8,3.549999952316284,3.756506949646991
1960-09-01,1960,9,3.0799999237060547,3.3052442209042665
1960-10-01,1960,10,2.7100000381469727,2.7098944326290786
1960-11-01,1960,11,5.170000076293945,5.9258916656767395
1960-12-01,1960,12,7.949999809265137,10.097405802389352
1961-01-01,1961,1,7.110000133514404,12.118207356776306
1961-02-01,1961,2,16.170000076293945,16.318098202643167
1961-03-01,1961,3,12.920000076293945,12.94935035183795
1961-04-01,1961,4,13.329999923706055,14.201170991773436
1961-05-01,1961,5,12.770000457763672,12.669486279125138
1961-06-01,1961,6,6.880000114440918,7.051449245151239
1961-07-01,1961,7,4.960000038146973,5.173437350732273
1961-08-01,1961,8,3.700000047683716,3.91523269845378
1961-09-01,1961,9,2.799999952316284,3.004767496808827
1961-10-01,1961,10,2.0899999141693115,2.089918469327899
1961-11-01,1961,11,2.990000009536743,3.4271597437941237
1961-12-01,1961,12,6.0,7.519458741491084
1962-01-01,1962,1,4.460000038146973,6.3916475943713875
1962-02-01,1962,2,28.940000534057617,29.13658489111724
1962-03-01,1962,3,14.649999618530273,14.838379069093657
1962-04-01,1962,4,20.399999618530273,21.846344068705772
1962-05-01,1962,5,18.479999542236328,18.07534102419662
1962-06-01,1962,6,10.300000190734863,10.31648550324834
1962-07-01,1962,7,4.639999866485596,4.8396670225908665
1962-08-01,1962,8,4.019999980926514,4.253847343315624
1962-09-01,1962,9,3.440000057220459,3.6915716203515685
