Date,Year,Month,HistAvgFlow,adjusted_historical
1948-10-01,1948,10,10.359999656677246,11.281875227024036
1948-11-01,1948,11,16.360000610351562,21.89665138551005
1948-12-01,1948,12,20.809999465942383,30.68928439696393
1949-01-01,1949,1,16.610000610351562,22.029057485562102
1949-02-01,1949,2,24.229999542236328,27.272170558652945
1949-03-01,1949,3,70.66999816894531,74.07462958717242
1949-04-01,1949,4,105.33000183105469,108.85998339901525
1949-05-01,1949,5,85.43000030517578,86.91607696625495
1949-06-01,1949,6,29.670000076293945,30.66257004162417
1949-07-01,1949,7,14.600000381469727,15.23518878447626
1949-08-01,1949,8,8.529999732971191,9.029024013484673
1949-09-01,1949,9,5.909999847412109,6.227459366056078
1949-10-01,1949,10,8.170000076293945,8.59994379597407
1949-11-01,1949,11,12.140000343322754,13.88379942920004
1949-12-01,1949,12,12.119999885559082,16.91816986474954
1950-01-01,1950,1,55.029998779296875,58.79390048372161
1950-02-01,1950,2,93.33000183105469,98.04656773664136
1950-03-01,1950,3,99.45999908447266,103.01076414514147
1950-04-01,1950,4,157.25,159.37456379756296
1950-05-01,1950,5,136.72000122070312,135.565256925984
1950-06-01,1950,6,58.380001068115234,58.352111986071456
1950-07-01,1950,7,19.56999969482422,20.110093017983683
1950-08-01,1950,8,10.539999961853027,11.103218725671747
1950-09-01,1950,9,8.289999961853027,8.673572536150468
1950-10-01,1950,10,26.850000381469727,31.412523007978347
1950-11-01,1950,11,129.16000366210938,217.43498273002072
1950-12-01,1950,12,198.88999938964844,210.0951741108871
1951-01-01,1951,1,135.67999267578125,140.81570356964528
1951-02-01,1951,2,163.39999389648438,172.66868401778478
1951-03-01,1951,3,114.63999938964844,118.71811869231827
1951-04-01,1951,4,130.7899932861328,131.91409637966785
1951-05-01,1951,5,110.54000091552734,111.25462661084357
1951-06-01,1951,6,38.91999816894531,40.42025739476712
1951-07-01,1951,7,17.489999771118164,17.97804083610349
1951-08-01,1951,8,11.010000228881836,11.530115324731446
1951-09-01,1951,9,9.789999961853027,10.308761366395315
1951-10-01,1951,10,13.760000228881836,15.810104375186498
1951-11-01,1951,11,27.440000534057617,33.727324157190886
1951-12-01,1951,12,99.19999694824219,117.42858491529897
1952-01-01,1952,1,58.349998474121094,62.17648425213706
1952-02-01,1952,2,141.02999877929688,147.64152713895697
1952-03-01,1952,3,109.41000366210938,113.99710132896445
1952-04-01,1952,4,518.8200073242188,540.4265457166298
1952-05-01,1952,5,391.1600036621094,379.2766258821534
1952-06-01,1952,6,169.47000122070312,167.8483782222482
1952-07-01,1952,7,58.689998626708984,58.7618144510469
1952-08-01,1952,8,22.079999923706055,22.297924436815077
1952-09-01,1952,9,13.100000381469727,13.270240712158225
1952-10-01,1952,10,11.5,12.395203991691323
1952-11-01,1952,11,14.770000457763672,18.407672557551198
1952-12-01,1952,12,31.360000610351562,49.99714599932813
1953-01-01,1953,1,215.89999389648438,223.42447848872467
1953-02-01,1953,2,58.529998779296875,75.10875085943601
1953-03-01,1953,3,71.38999938964844,74.9021028835106
1953-04-01,1953,4,142.35000610351562,143.73043219624523
1953-05-01,1953,5,156.75,156.4487270831984
1953-06-01,1953,6,119.0,118.08253135594302
1953-07-01,1953,7,36.47999954223633,36.55188617530329
1953-08-01,1953,8,16.020000457763672,16.185852979134626
1953-09-01,1953,9,10.260000228881836,10.776690659923982
1953-10-01,1953,10,11.149999618530273,11.94975212367325
1953-11-01,1953,11,23.479999542236328,29.853833816701677
1953-12-01,1953,12,22.100000381469727,34.535057644217005
1954-01-01,1954,1,43.630001068115234,46.951079859496595
1954-02-01,1954,2,78.22000122070312,82.82708104929462
1954-03-01,1954,3,143.52000427246094,151.35379282445706
1954-04-01,1954,4,180.0500030517578,181.23331291792374
1954-05-01,1954,5,93.04000091552734,94.12697541239031
1954-06-01,1954,6,30.879999160766605,31.68391561134558
1954-07-01,1954,7,14.479999542236328,15.212069634468682
1954-08-01,1954,8,9.579999923706055,9.996755524077956
1954-09-01,1954,9,7.590000152587891,8.111796524102978
1954-10-01,1954,10,7.90999984741211,8.342936205271306
1954-11-01,1954,11,15.71000003814697,20.01967864991642
1954-12-01,1954,12,27.399999618530273,36.675682920426254
1955-01-01,1955,1,21.540000915527344,26.158409018983914
1955-02-01,1955,2,19.790000915527344,22.470638307975534
1955-03-01,1955,3,45.88999938964844,49.14312203092799
1955-04-01,1955,4,61.56999969482422,63.308425934410394
1955-05-01,1955,5,111.72000122070312,112.76314844497638
1955-06-01,1955,6,37.900001525878906,39.22593635660626
1955-07-01,1955,7,12.729999542236328,13.288479458193176
1955-08-01,1955,8,7.440000057220459,7.763901677631175
1955-09-01,1955,9,6.119999885559082,6.432571886715044
1955-10-01,1955,10,6.849999904632568,7.302204237066547
1955-11-01,1955,11,11.420000076293945,13.022997811704347
1955-12-01,1955,12,395.9100036621094,427.0305086261244
1956-01-01,1956,1,249.7100067138672,258.2491887242069
1956-02-01,1956,2,103.61000061035156,110.46250204192495
1956-03-01,1956,3,157.16000366210938,163.83021351276605
1956-04-01,1956,4,179.86000061035156,181.08370196173848
1956-05-01,1956,5,219.22999572753906,218.2314774486428
1956-06-01,1956,6,84.20999908447266,84.88218851602569
1956-07-01,1956,7,27.309999465942383,27.7359963411189
1956-08-01,1956,8,14.899999618530273,15.127838248700046
1956-09-01,1956,9,10.4399995803833,10.912945411597615
